,Game,url,ProductID,System,xCloud,Status,Removed,Release,Metacritic,Genre_x,Series_X_S,ESRB_x,ESRB_Content_Descriptors,Community_Notes,asset_count,developer,has_gamepass_remediation,is_xpa,prices,publisher,release_date,rating_30_days.AggregateTimeSpan,rating_30_days_avg,rating_30_days.PlayCount,rating_30_days.PurchaseCount,rating_30_days_count,rating_30_days.RentalCount,rating_30_days.TrialCount,rating_7_days.AggregateTimeSpan,rating_7_days_avg,rating_7_days.PlayCount,rating_7_days.PurchaseCount,rating_7_days_count,rating_7_days.RentalCount,rating_7_days.TrialCount,rating_alltime.AggregateTimeSpan,rating_alltime_avg,rating_alltime.PlayCount,rating_alltime.PurchaseCount,rating_alltime_count,rating_alltime.RentalCount,rating_alltime.TrialCount,current_price,days_since_release,days_since_gp_add,momentum,discovery_capture,quality_retention,rating_trend_7d_vs_alltime,is_day_one_gp,Genre,genre_median_momentum,lift_vs_genre_momentum,conditioned_median_momentum,lift_vs_rating_momentum,zscore_momentum,genre_median_discovery_capture,lift_vs_genre_discovery_capture,conditioned_median_discovery_capture,lift_vs_rating_discovery_capture,zscore_discovery_capture,genre_median_quality_retention,lift_vs_genre_quality_retention,conditioned_median_quality_retention,lift_vs_rating_quality_retention,zscore_quality_retention,party_type
628,Kathy Rain,https://www.xbox.com/en-us/games/store/Kathy-Rain/9P8HN2T2SZGB,9P8HN2T2SZGB,PC,None,Removed,Sep 2021,May 2016,77,Adventure,No relation,M,"Vio, Blo, StrLan",,13,clifftop games,False,,,raw fury,2020-09-24T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.1,0.0,0,202,0,0,14.99,3555,1971,0.0,0.0,-4.1,-4.1,False,Adventure,13.64,-13.64,14.29,,,0.02,-0.02,0.03,,,0.0,-4.1,0.2,,,3rd Party
629,Night in the Woods,https://www.xbox.com/en-us/games/store/Night-in-the-Woods/C501VQFW8FQG,C501VQFW8FQG,Xbox / PC,Yes,Removed,Sep 2021,Feb 2017,82,Adventure / Platformer,No relation,T,"Blo, DruRef, FanVio, Lan, SexThe, UseOfAlcAndTob",,15,infinite fall,False,,,finji,2017-12-13T00:00:00.0000000Z,30Days,5.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.5,0.0,0,2012,0,0,19.99,3279,1971,0.0,0.0,0.5,-4.5,False,Adventure / Platformer,6.665,-6.665,0.0,,,0.035,-0.035,0.0,,,0.1,0.4,0.04999999999999999,,,3rd Party
630,Drake Hollow,https://www.xbox.com/en-us/games/store/Drake-Hollow/9PGNGGWBX1NR,9PGNGGWBX1NR,Xbox / PC,Yes,Removed,Sep 2021,Aug 2020,78,Action-Adventure,No relation,E10,FanVio,,29,the molasses flood,False,,,cd projekt red,2020-08-28T18:00:00.0000000Z,30Days,3.5,0.0,0,10,0,0,7Days,4.5,0.0,0,2,0,0,AllTime,3.8,0.0,0,1806,0,0,29.99,2002,2002,20.0,0.11,-0.3,0.7,True,Action-Adventure,18.575,1.4250000000000007,0.0,,,0.055,0.055,0.0,,,0.0,-0.3,0.0,,,3rd Party
631,Yooka-Laylee,https://www.xbox.com/en-us/games/store/Yooka-Laylee/BZK6TK63SVMP,BZK6TK63SVMP,XB1/Series X|S,None,GwG Temporary,Sep 2021,Apr 2017,68,Platformer,No relation,E10,"ComMis, CarVio",,19,playtonic games,False,,,team17,2017-04-11T00:00:00.0000000Z,30Days,3.3,0.0,0,7,0,0,7Days,3.7,0.0,0,3,0,0,AllTime,4.0,0.0,0,1528,0,0,19.99,3220,1637,42.86,0.2,-0.7,-0.3,False,Platformer,20.0,22.86,24.25,,,0.04,0.16,0.08499999999999999,,,0.0,-0.7,-0.5,,,3rd Party
632,Forza Motorsport 7,https://www.xbox.com/en-us/games/store/Forza-Motorsport-7-Standard-Edition/9N3NK5WW05HT,9N3NK5WW05HT,Xbox / PC,Yes,Removed,Sep 2021,Oct 2017,84,Driving/Racing,No relation,E,,,30,xbox game studios,False,,,xbox game studios,2017-10-03T04:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,2.9,0.0,0,7312,0,0,0.0,3037,1941,0.0,0.0,-2.9,-2.9,False,Driving/Racing,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.1,-3.0,-0.2,,,2nd Party
633,Company of Heroes 2: Complete Edition,https://www.xbox.com/en-us/games/store/Company-of-Heroes-2-Complete-Collection/9NX9WH5F0RZD,9NX9WH5F0RZD,PC,None,Removed,Sep 2021,Jun 2013,80,Real-Time Strategy,No relation,T,"Vio, Blo",,8,,False,,,sega,2020-09-17T00:00:00.0000000Z,30Days,1.0,0.0,0,1,0,0,7Days,1.0,0.0,0,1,0,0,AllTime,3.0,0.0,0,725,0,0,59.99,4620,1971,100.0,0.14,-2.0,-2.0,False,Real-Time Strategy,10.605,89.395,25.0,,,0.04,0.1,0.14,,,-1.1,-0.8999999999999999,0.2,,,3rd Party
634,Disgaea 4 Complete+,https://www.xbox.com/en-us/games/store/Disgaea-4-Complete/9PFJDSL1CC7G,9PFJDSL1CC7G,PC,None,Removed,Sep 2021,Oct 2019,84,Strategy / RPG,No relation,T,"AniBlo, DruRef, FanVio, Lan, SugThe",,10,"nippon ichi software, inc.",False,,,"nis america, inc.",2020-09-10T17:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.8,0.0,0,173,0,0,39.99,2307,1971,0.0,0.0,-3.8,-3.8,False,Strategy / RPG,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-0.7,-3.0999999999999996,-1.4000000000000001,,,3rd Party
635,Hotshot Racing,https://www.xbox.com/en-us/games/store/Hotshot-Racing/C11HCJPQFHH7,C11HCJPQFHH7,Xbox,Touch Controls,Removed,Sep 2021,Sep 2020,77,Driving/Racing,No relation,E10,"AlcRef, Lan, MilVio",,31,"lucky mountain games, sumo digital",False,,,curve digital,2020-09-10T04:00:00.0000000Z,30Days,4.5,0.0,0,2,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.0,0.0,0,1819,0,0,19.99,1971,1971,0.0,0.0,0.5,-4.0,True,Driving/Racing,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.1,0.4,0.4,,,3rd Party
636,The Dark Crystal: Age of Resistance Tactics,https://www.xbox.com/en-us/games/store/The-Dark-Crystal-Age-of-Resistance-Tactics/9NZWXT6VMGG8,9NZWXT6VMGG8,Xbox / PC,Touch Controls,Removed,Sep 2021,Feb 2020,63,Strategy,No relation,E10,FanVio,,15,bonusxp inc.,False,,,en masse entertainment inc.,2020-02-04T05:00:00.0000000Z,30Days,5.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.4,0.0,0,216,0,0,19.99,2184,1971,0.0,0.0,1.6,-3.4,False,Strategy,0.0,0.0,2.94,,,0.0,0.0,0.005,,,-0.5,2.1,0.2,,,3rd Party
637,Star Wars Battlefront II (Classic),https://www.xbox.com/en-us/games/store/Star-Wars-Battlefront-II/BPV56ZX2B8PJ,BPV56ZX2B8PJ,PC,None,Removed,Sep 2021,Nov 2005,78,Action / Shooter,No relation,T,,,16,pandemic studios,False,,,disney,2018-04-23T00:00:00.0000000Z,30Days,4.6,0.0,0,24,0,0,7Days,4.1,0.0,0,8,0,0,AllTime,4.8,0.0,0,5805,0,0,9.99,7389,1790,33.33,0.14,-0.2,-0.7,False,Action / Shooter,16.67,16.659999999999997,0.0,,,0.01,0.13,0.0,,,0.2,-0.4,-0.2,,,3rd Party
638,Star Wars Republic Commando,https://www.xbox.com/en-us/games/store/Star-Wars-Republic-Commando/BRJB0RMH33T2,BRJB0RMH33T2,PC,None,Removed,Sep 2021,Feb 2005,78,First-Person Shooter,No relation,T,"Vio, BloGor",,14,disney,False,,,disney,2018-04-23T00:00:00.0000000Z,30Days,4.9,0.0,0,24,0,0,7Days,5.0,0.0,0,4,0,0,AllTime,4.8,0.0,0,2317,0,0,9.99,7662,1790,16.67,0.17,0.1,0.2,False,First-Person Shooter,24.04,-7.369999999999997,19.740000000000002,,,0.08,0.09000000000000001,0.055,,,0.0,0.1,-0.1,,,3rd Party
639,Vambrace: Cold Soul,https://www.xbox.com/en-us/games/store/Vambrace-Cold-Soul/9N171CGFVT1L,9N171CGFVT1L,PC,Yes,Removed,Sep 2021,May 2019,66,Action-Adventure,No relation,T,"Vio, Blo, SugThe",,42,devespresso games / headup games,False,,,chorus worldwide games,2019-08-28T04:00:00.0000000Z,30Days,3.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.3,0.0,0,605,0,0,24.99,2460,2276,0.0,0.0,-0.3,-3.3,False,Action-Adventure,18.575,-18.575,0.0,,,0.055,-0.055,0.0,,,0.0,-0.3,0.0,,,3rd Party
640,Garou: Mark of the Wolves,https://www.xbox.com/en-us/games/store/ACA-NEOGEO-GAROU-MARK-OF-THE-WOLVES/BZK8NDMJ3F3S,BZK8NDMJ3F3S,XB360/OG Xbox,None,GwG Permanent,Aug 2021,May 2015,84,Fighting,No relation,T,"FanVio, SugThe",,9,hamster corporation,False,,,hamster corporation,2018-08-16T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.8,0.0,0,61,0,0,7.99,3921,1637,0.0,0.0,-4.8,-4.8,False,Fighting,14.29,-14.29,15.23,,,0.03,-0.03,0.055,,,0.0,-4.8,0.05,,,3rd Party
641,Darksiders III,https://www.xbox.com/en-us/games/store/Darksiders-III/BSVZCMGZV52L,BSVZCMGZV52L,XB1/Series X|S,None,GwG Temporary,Aug 2021,Nov 2018,72,Action-Adventure,No relation,M,"BloGor, Vio",,29,gunfire games,False,,,thq,2018-11-27T00:00:00.0000000Z,30Days,3.6,0.0,0,5,0,0,7Days,4.0,0.0,0,1,0,0,AllTime,3.3,0.0,0,3338,0,0,9.99,2641,1637,20.0,0.03,0.3,0.7,False,Action-Adventure,18.575,1.4250000000000007,20.0,,,0.055,-0.025,0.09,,,0.0,0.3,-0.1,,,3rd Party
642,Blair Witch,https://www.xbox.com/en-us/games/store/Blair-Witch/9NG7LG421V0Q,9NG7LG421V0Q,Xbox / PC,Yes,Removed,Aug 2021,Aug 2019,66,Adventure,No relation,M,"BloGor, StrLan, IntVio",,21,bloober team,False,,,bloober team na,2019-08-30T16:00:00.0000000Z,30Days,3.4,0.0,0,5,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.4,0.0,0,6839,0,0,29.99,2368,2368,0.0,0.0,0.0,-3.4,True,Adventure,13.64,-13.64,14.29,,,0.02,-0.02,0.03,,,0.0,0.0,0.2,,,3rd Party
643,Dear Esther: Landmark Edition,https://www.xbox.com/en-us/games/store/Dear-Esther-Landmark-Edition/BXDTBRPVQZHK,BXDTBRPVQZHK,PC,None,Removed,Aug 2021,Feb 2012,68,Adventure,No relation,T,"DruRef, Lan",,19,the chinese room,False,,,curve digital,2016-09-20T00:00:00.0000000Z,30Days,5.0,0.0,0,1,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,3.5,0.0,0,1141,0,0,9.99,5106,1790,100.0,0.09,1.5,1.5,False,Adventure,13.64,86.36,12.375,,,0.02,0.06999999999999999,0.025,,,0.0,1.5,-0.05,,,3rd Party
644,Mugsters,https://www.xbox.com/en-us/games/store/Mugsters/BS3X8KWG86LZ,BS3X8KWG86LZ,PC,None,Removed,Aug 2021,Jul 2018,75,Action / Puzzle / Platformer,No relation,E10,"FanVio, MilBlo",,16,reinkout games,False,,,team17,2018-07-17T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.9,0.0,0,44,0,0,4.99,2764,1790,0.0,0.0,-3.9,-3.9,False,Action / Puzzle / Platformer,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-3.0999999999999996,-0.8000000000000003,-3.9,,,3rd Party
645,Overcooked: Gourmet Edition,https://www.xbox.com/en-us/games/store/Overcooked-2-Gourmet-Edition/9P3STQMKNS70,9P3STQMKNS70,PC,None,Removed,Aug 2021,Jun 2017,81,Shoot 'Em Up,No relation,E,,,16,ghost town games and team17 digital ltd,True,,,team17,2020-04-07T00:00:00.0000000Z,30Days,5.0,0.0,0,1,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,4.8,0.0,0,59,0,0,48.49,3159,1790,100.0,1.69,0.2,0.2,False,Shoot 'Em Up,50.0,50.0,100.0,,,0.12,1.5699999999999998,1.69,,,-0.1,0.30000000000000004,0.2,,,3rd Party
646,The Escapists,https://www.xbox.com/en-us/games/store/The-Escapists/BZDK396HW2G8,BZDK396HW2G8,PC,None,Removed,Aug 2021,Feb 2015,71,Strategy / Simulation,No relation,T,"FanVio, SugThe",,14,team17 digital ltd and mouldy toof studios,False,,,team17,2015-02-13T00:00:00.0000000Z,30Days,3.0,0.0,0,2,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.5,0.0,0,12043,0,0,3.99,4010,1790,0.0,0.0,-1.5,-4.5,False,Strategy / Simulation,8.335,-8.335,22.22,,,0.005,-0.005,0.01,,,0.2,-1.7,-0.2,,,3rd Party
647,Madden NFL 19,https://www.xbox.com/en-us/games/store/Madden-NFL-19-Pre-Order-Offer/C458LX8072N7,C458LX8072N7,Xbox / PC,None,Removed,Aug 2021,Aug 2018,81,Sports / Football,No relation,E,MilLan,,5,,False,,,,2018-08-07T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,2.3,0.0,0,3,0,0,399.99,2733,1910,0.0,0.0,-2.3,-2.3,False,Sports / Football,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-2.3,0.0,-2.3,,,3rd Party
648,Vampyr,https://www.xbox.com/en-us/games/store/VAMPYR/9NT2QNP382V6,9NT2QNP382V6,PC,None,Removed,Aug 2021,Jun 2018,71,Action / RPG,No relation,M,"BloGor, SexThe, UseDru, StrLan, IntVio",,17,dontnod entertainment,False,,,focus entertainment,2019-02-01T00:00:00.0000000Z,30Days,1.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.7,0.0,0,631,0,0,39.99,2794,2521,0.0,0.0,-2.7,-3.7,False,Action / RPG,0.0,0.0,14.525,,,0.0,0.0,0.06,,,0.1,-2.8000000000000003,0.45,,,3rd Party
649,Lost Planet 3,https://www.xbox.com/en-us/games/store/Lost-Planet-3/BTVQW5LF9JPV,BTVQW5LF9JPV,XB360/OG Xbox,None,GwG Permanent,Aug 2021,Aug 2013,63,Action,No relation,T,"Blo, Lan, Vio",,13,spark unlimited,False,,,capcom,2013-08-27T00:00:00.0000000Z,30Days,4.2,0.0,0,6,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,4.0,0.0,0,764,0,0,19.99,4559,1637,16.67,0.13,0.2,1.0,False,Action,13.64,3.030000000000001,12.375,,,0.02,0.11,0.025,,,0.0,0.2,0.1,,,3rd Party
650,Rock of Ages 3: Make & Break,https://www.xbox.com/en-us/games/store/Rock-of-Ages-3-Make-Break/9N9KSXHRNHW1,9N9KSXHRNHW1,XB1/Series X|S,None,GwG Temporary,Aug 2021,Jul 2020,63,Strategy,No relation,T,"MilBlo, CarVio",,12,"ace team, giant monkey robot",False,,,maximum entertainment,2020-07-21T16:00:00.0000000Z,30Days,1.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,2.9,0.0,0,596,0,0,29.99,2033,1668,0.0,0.0,-1.9,-2.9,False,Strategy,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-0.5,-1.4,-1.3,,,3rd Party
651,Don't Starve: Giant Edition,https://www.xbox.com/en-us/games/store/Dont-Starve-Giant-Edition/C0XBNVR137DZ,C0XBNVR137DZ,Xbox / PC,Touch Controls,Removed,Aug 2021,Sep 2014,75,Simulation,FPS Boost,T,"FanVio, CruHum",,21,klei entertainment / blitworks,False,,,klei entertainment,2015-08-26T00:00:00.0000000Z,30Days,3.8,0.0,0,5,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.3,0.0,0,4369,0,0,14.99,4163,2002,0.0,0.0,-0.5,-4.3,False,Simulation,16.67,-16.67,10.0,,,0.04,-0.04,0.02,,,-0.1,-0.4,-0.15,,,3rd Party
652,Crossing Souls,https://www.xbox.com/en-us/games/store/Crossing-Souls/9PD1Z95CNTW4,9PD1Z95CNTW4,PC,None,Removed,Aug 2021,Feb 2018,70,Action-Adventure,No relation,M,"DruRef, MilBlo, StrLan, Vio",,11,fourattic,False,,,devolver digital,2020-08-20T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.0,0.0,0,128,0,0,14.99,2914,2002,0.0,0.0,-4.0,-4.0,False,Action-Adventure,18.575,-18.575,20.0,,,0.055,-0.055,0.09,,,0.0,-4.0,-0.1,,,3rd Party
653,Final Fantasy VII,https://www.xbox.com/en-us/games/store/FINAL-FANTASY-VII/BWKXQC5BL5R1,BWKXQC5BL5R1,Xbox / PC,None,Removed,Aug 2021,Jan 1997,92,Fantasy / Post-Apocalyptic,No relation,T,"FanVio, Blo, MilSugThe, Lan",,9,square enix,False,,,square enix,2019-03-26T00:00:00.0000000Z,30Days,4.8,0.0,0,23,0,0,7Days,5.0,0.0,0,7,0,0,AllTime,4.7,0.0,0,2591,0,0,15.99,10615,2002,30.43,0.27,0.1,0.3,False,Fantasy / Post-Apocalyptic,30.43,0.0,30.43,,,0.27,0.0,0.27,,,0.1,0.0,0.1,,,3rd Party
654,Darksiders Genesis,https://www.xbox.com/en-us/games/store/Darksiders-Genesis/BRZ9553VPPBD,BRZ9553VPPBD,Xbox / PC,Yes,Removed,Aug 2021,Dec 2019,77,RPG / Action-Adventure,No relation,T,"BloGor, Vio, Lan",,14,airship syndicate,False,,,thq,2020-02-14T17:00:00.0000000Z,30Days,3.3,0.0,0,3,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,3.6,0.0,0,1464,0,0,9.99,2246,2002,33.33,0.07,-0.3,1.4,False,RPG / Action-Adventure,21.715,11.614999999999998,27.775,,,0.05500000000000001,0.015,0.08499999999999999,,,-0.1,-0.19999999999999998,-0.3,,,3rd Party
655,Train Sim World 2020,https://www.xbox.com/en-us/games/store/Train-Sim-World-2020/BTSX4FPVX6V5,BTSX4FPVX6V5,Xbox / PC,Yes,Removed,Aug 2021,Jul 2018,76,Simulation,No relation,E,,,15,dovetail games,False,,,dovetail games,2018-03-09T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.7,0.0,0,773,0,0,0.0,2764,2155,0.0,0.0,-3.7,-3.7,False,Simulation,16.67,-16.67,20.98,,,0.04,-0.04,0.08,,,-0.1,-3.6,0.25,,,3rd Party
656,Ape Out,https://www.xbox.com/en-us/games/store/Ape-Out/9NR6DZ9F76P8,9NR6DZ9F76P8,PC,None,Removed,Aug 2021,Feb 2019,83,Action,No relation,T,"BloGor, Vio",,11,"gabe cuzzillo, bennett foddy, maxi boch",False,,,devolver digital,2019-08-22T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.4,0.0,0,635,0,0,14.99,2549,2368,0.0,0.0,-4.4,-4.4,False,Action,13.64,-13.64,12.375,,,0.02,-0.02,0.025,,,0.0,-4.4,0.1,,,3rd Party
657,Planet Alpha,https://www.xbox.com/en-us/games/store/Planet-Alpha/BNVZJ5ZB3WH6,BNVZJ5ZB3WH6,XB1/Series X|S,None,GwG Temporary,Jul 2021,Jun 2019,69,Action-Adventure,No relation,T,"Vio, Blo",,12,planet alpha aps,False,,,team17,2018-09-04T00:00:00.0000000Z,30Days,4.0,0.0,0,5,0,0,7Days,4.5,0.0,0,2,0,0,AllTime,3.2,0.0,0,1330,0,0,9.99,2429,1668,40.0,0.15,0.8,1.3,False,Action-Adventure,18.575,21.425,0.0,,,0.055,0.095,0.0,,,0.0,0.8,0.0,,,3rd Party
658,It Lurks Below,https://www.xbox.com/en-us/games/store/It-Lurks-Below/9PFW68JLS81F,9PFW68JLS81F,Xbox / PC,None,Removed,Jul 2021,May 2019,45,Action / RPG,No relation,T,"Vio, Blo",,18,graybeard games,False,,,graybeard games,2020-08-06T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,2.3,0.0,0,880,0,0,19.99,2460,2002,0.0,0.0,-2.3,-2.3,False,Action / RPG,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.1,-2.4,0.3,,,3rd Party
659,UnderMine,https://www.xbox.com/en-us/games/store/UnderMine/9N52CQMFH3BB,9N52CQMFH3BB,Xbox / PC,Touch Controls,Removed,Jul 2021,Aug 2019,80,RPG / Action-Adventure,No relation,E10,"FanVio, UseAlc",,45,thorium entertainment,False,,,thorium entertainment,2020-08-06T11:00:00.0000000Z,30Days,5.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.0,0.0,0,1575,0,0,19.99,2368,2002,0.0,0.0,1.0,-4.0,False,RPG / Action-Adventure,21.715,-21.715,0.0,,,0.05500000000000001,-0.05500000000000001,0.0,,,-0.1,1.1,-1.65,,,3rd Party
660,The Touryst,https://www.xbox.com/en-us/games/store/The-Touryst/9N9W1JK1X5QJ,9N9W1JK1X5QJ,Xbox / PC,Touch Controls,Removed,Jul 2021,Nov 2019,79,Puzzle / Action-Adventure,Optimized,E,MilFanVio,,20,shin'en multimedia gmbh,False,,,shin'en multimedia gmbh,2020-07-30T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.8,0.0,0,2411,0,0,19.99,2276,2033,0.0,0.0,-3.8,-3.8,False,Puzzle / Action-Adventure,10.0,-10.0,0.0,,,0.055,-0.055,0.0,,,-1.5499999999999998,-2.25,-3.8,,,3rd Party
661,Shadows: Awakening,https://www.xbox.com/en-us/games/store/Shadows-Awakening/C1LMJJ64FV3J,C1LMJJ64FV3J,XB1/Series X|S,None,GwG Temporary,Jul 2021,Aug 2017,76,RPG,No relation,T,"UseAlc, Blo, SexThe, MilLan, Vio",,17,games farm s.r.o.,False,,,kalypso media,2018-09-04T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.8,0.0,0,590,0,0,29.99,3098,1698,0.0,0.0,-3.8,-3.8,False,RPG,11.11,-11.11,0.0,,,0.02,-0.02,0.0,,,-0.2,-3.5999999999999996,-0.25,,,3rd Party
662,Endless Space 2: Deluxe Edition,https://www.xbox.com/en-us/games/store/Endless-Space-2-Deluxe-Edition/9NV3Q7WVN2RB,9NV3Q7WVN2RB,PC,None,Removed,Jul 2021,May 2017,80,Strategy,No relation,E,,,8,,False,,,amplitude studios,2020-07-09T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,2.8,0.0,0,358,0,0,39.99,3190,2033,0.0,0.0,-2.8,-2.8,False,Strategy,0.0,0.0,20.0,,,0.0,0.0,0.05,,,-0.5,-2.3,-1.5499999999999998,,,3rd Party
663,Downwell,https://www.xbox.com/en-us/games/store/Downwell/9P641Z19NT2S,9P641Z19NT2S,PC,None,Removed,Jul 2021,Oct 2015,81,Platformer / Shoot 'Em Up,No relation,E10,"FanVio, MilBlo",,16,moppin,False,,,devolver digital,2019-08-01T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.1,0.0,0,162,0,0,2.99,3768,2368,0.0,0.0,-4.1,-4.1,False,Platformer / Shoot 'Em Up,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-4.1,0.0,-4.1,,,3rd Party
664,CrossCode,https://www.xbox.com/en-us/games/store/CrossCode/9N04RQQ64524,9N04RQQ64524,Xbox / PC,None,Removed,Jul 2021,May 2015,86,RPG / Dual-Joystick Shooter / Action-Adventure,Optimized,T,"FanVio, Lan",,17,radical fish games,False,,,deck13 spotlight,2020-07-11T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.3,0.0,0,1195,0,0,19.99,3921,2429,0.0,0.0,-4.3,-4.3,False,RPG / Dual-Joystick Shooter / Action-Adventure,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-4.3,0.0,-4.3,,,3rd Party
665,Injustice: Gods Among Us,https://www.xbox.com/en-us/games/store/Injustice-Gods-Among-Us/C24DMFCJKDH2,C24DMFCJKDH2,XB360/OG Xbox,None,GwG Permanent,Jun 2021,Apr 2013,83,Fighting,No relation,T,"Blo, Lan, SugThe, Vio",,11,netherrealm studios,False,,,"wb games, inc.",2013-04-16T00:00:00.0000000Z,30Days,3.2,0.0,0,15,0,0,7Days,3.6,0.0,0,7,0,0,AllTime,3.9,0.0,0,2000,0,0,19.99,4681,1698,46.67,0.35,-0.7,-0.3,False,Fighting,14.29,32.38,15.23,,,0.03,0.31999999999999995,0.055,,,0.0,-0.7,0.05,,,3rd Party
666,The King's Bird,https://www.xbox.com/en-us/games/store/The-Kings-Bird/9NZ5057NL64C,9NZ5057NL64C,XB1/Series X|S,None,GwG Temporary,Jun 2021,Feb 2017,76,Platformer,No relation,E,,,17,serenity forge,False,,,graffiti games,2019-02-12T00:00:00.0000000Z,30Days,5.0,0.0,0,1,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,2.9,0.0,0,352,0,0,19.99,3279,1698,100.0,0.28,2.1,2.1,False,Platformer,20.0,80.0,25.0,,,0.04,0.24000000000000002,0.13,,,0.0,2.1,0.0,,,3rd Party
667,Out of the Park Baseball 21,https://www.xbox.com/en-us/games/store/Out-of-the-Park-Baseball-21/9NNW9V8DVPG6,9NNW9V8DVPG6,PC,None,Removed,Jun 2021,Mar 2020,87,Strategy / Sports / Simulation / Baseball,No relation,E,,,21,out of the park developments,False,,,out of the park developments,2020-06-25T04:26:27.1725397Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.5,0.0,0,103,0,0,39.99,2155,2033,0.0,0.0,-3.5,-3.5,False,Strategy / Sports / Simulation / Baseball,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-3.5,0.0,-3.5,,,3rd Party
668,SoulCalibur VI,https://www.xbox.com/en-us/games/store/SOULCALIBUR-VI/C3V22FQD8N84,C3V22FQD8N84,Xbox,None,Removed,Jun 2021,Oct 2018,84,Fighting,No relation,T,"Blo, MilLan, ParNud, Vio",,19,"bandai namco studio inc., dimps corporation",False,,,bandai namco,2018-10-19T00:00:00.0000000Z,30Days,4.2,0.0,0,11,0,0,7Days,4.0,0.0,0,3,0,0,AllTime,3.2,0.0,0,2803,0,0,59.99,2672,2033,27.27,0.11,1.0,0.8,False,Fighting,14.29,12.98,15.23,,,0.03,0.08,0.055,,,0.0,1.0,0.05,,,3rd Party
669,Battle Chasers: Nightwar,https://www.xbox.com/en-us/games/store/Battle-Chasers-Nightwar/BNVPW9NHWNM5,BNVPW9NHWNM5,Xbox / PC,Yes,Removed,Jun 2021,Oct 2017,84,Action / RPG,FPS Boost,T,"FanVio, BloGor, SugThe, AlcRef, MilLan",,17,airship syndicate,False,,,thq,2017-10-03T00:00:00.0000000Z,30Days,4.6,0.0,0,9,0,0,7Days,4.7,0.0,0,3,0,0,AllTime,4.5,0.0,0,1643,0,0,29.99,3037,2429,33.33,0.18,0.1,0.2,False,Action / RPG,0.0,33.33,0.0,,,0.0,0.18,0.0,,,0.1,0.0,0.3,,,3rd Party
